user_id,brand,plan,age,country,num_contacts,num_transactions
user_16809,Apple,PREMIUM,43,GB,71,126
user_10535,Android,STANDARD,32,GB,33,2
user_17557,Android,STANDARD,21,AT,1,2
user_7477,Apple,PREMIUM,47,FR,32,109
user_12673,Apple,STANDARD,54,PL,0,142
user_17721,Android,STANDARD,41,RO,45,267
user_10108,Android,STANDARD,37,LT,89,4
user_11513,Apple,PREMIUM,63,GB,0,56
user_5927,Android,STANDARD,32,PL,0,21
user_2242,Apple,STANDARD,25,GB,0,188
user_5404,Android,STANDARD,34,PL,0,18
user_18433,Apple,STANDARD,58,PL,0,15
user_2342,Android,STANDARD,41,LT,0,15
user_15742,Android,STANDARD,39,CH,4,3
user_19234,Android,STANDARD,36,GB,0,91
user_18422,Apple,STANDARD,31,MT,73,8
user_7263,Android,STANDARD,34,GB,17,33
user_3956,Android,STANDARD,33,GB,9,28
user_3332,Android,STANDARD,31,LT,12,5
user_2801,Android,STANDARD,26,GB,4,8
user_4507,Android,STANDARD,30,RO,53,87
user_15919,Apple,STANDARD,44,ES,15,8
user_11492,Apple,METAL,31,CH,30,294
user_3633,Apple,STANDARD,33,GB,1,3
user_7225,Android,STANDARD,27,FR,14,4
user_236,Android,STANDARD,53,GB,0,45
user_760,Apple,STANDARD,26,GB,25,15
user_510,Apple,STANDARD,41,GI,0,99
user_14442,Android,STANDARD,34,RO,17,12
user_17211,Apple,STANDARD,60,RO,364,28
user_12945,Android,STANDARD,24,IE,13,16
user_6844,Android,STANDARD,29,LT,219,20
user_11531,Android,STANDARD,42,RO,74,117
user_12195,Android,STANDARD,29,FR,7,24
user_12999,Apple,STANDARD,40,GB,29,10
user_15025,Apple,STANDARD,29,ES,17,152
user_13865,Android,STANDARD,30,FR,18,24
user_5865,Android,STANDARD,33,GB,4,20
user_2701,Android,STANDARD,43,GB,1,17
user_12968,Apple,STANDARD,23,FR,0,39
user_15202,Android,STANDARD,20,GB,0,4
user_17702,Apple,STANDARD,19,IE,23,4
user_8236,Android,STANDARD,35,RO,70,14
user_14081,Android,STANDARD,19,PL,4,3
user_6100,Android,STANDARD,46,GB,10,31
user_15528,Android,STANDARD,53,CH,5,7
user_919,Apple,STANDARD,54,FR,3,12
user_17056,Apple,STANDARD,28,FR,14,16
user_710,Android,METAL,32,GB,16,124
user_12984,Apple,STANDARD,26,GB,22,3
user_1471,Android,STANDARD,44,GR,7,5
user_8382,Android,STANDARD,25,PL,14,66
user_16193,Android,STANDARD,28,PT,80,24
user_813,Android,STANDARD,37,RO,30,187
user_13535,Android,PREMIUM,29,IE,29,72
user_3348,Apple,METAL,32,GB,16,120
user_18942,Android,STANDARD,32,FI,1,27
user_14190,Android,STANDARD,33,GB,22,99
user_17625,Apple,STANDARD,63,IT,65,8
user_8004,Apple,STANDARD,27,FR,0,7
user_773,Apple,STANDARD,19,LT,19,10
user_4820,Apple,STANDARD,27,IE,153,172
user_8535,Apple,STANDARD,66,GB,12,40
user_18352,Android,STANDARD,40,FR,0,4
user_7870,Apple,STANDARD,45,FR,0,8
user_7192,Android,STANDARD,29,FR,9,22
user_19110,Android,STANDARD,36,GB,3,2
user_6106,Apple,STANDARD,23,GB,25,21
user_14230,Apple,STANDARD,25,GB,11,50
user_7738,Apple,STANDARD,30,RO,0,6
user_4180,Apple,STANDARD,41,LV,31,2
user_3191,Apple,METAL,35,GB,2,148
user_12211,Android,STANDARD,43,CZ,10,300
user_12792,Apple,STANDARD,22,GB,3,25
user_15268,Android,STANDARD,47,PL,0,65
user_18346,Apple,STANDARD,36,RO,15,4
user_11682,Android,STANDARD,22,GB,3,7
user_3549,Android,STANDARD,31,RO,38,9
user_17080,Apple,STANDARD,33,GB,0,39
user_13028,Apple,PREMIUM,30,DE,4,13
user_10403,Android,PREMIUM,61,GB,43,29
user_17773,Apple,STANDARD,32,CH,40,72
user_17901,Android,STANDARD,46,PL,2,2
user_9266,Android,STANDARD,23,BG,26,279
user_3374,Apple,STANDARD,22,PL,2,1
user_12187,Android,STANDARD,35,GB,17,188
user_1053,Apple,PREMIUM_OFFER,37,GB,24,277
user_2463,Android,STANDARD,23,IE,24,7
user_6505,Android,STANDARD,33,AT,2,3
user_13923,Android,STANDARD,25,IE,79,113
user_7786,Apple,STANDARD,30,IE,0,16
user_16707,Apple,STANDARD,60,DE,0,10
user_6222,Apple,STANDARD,29,SE,0,2
user_6444,Apple,STANDARD,25,FR,3,28
user_17978,Android,STANDARD,26,GB,11,19
user_13833,Apple,STANDARD,47,PL,28,25
user_12876,Apple,STANDARD,55,GB,0,20
user_17216,Apple,STANDARD,25,PT,0,8
user_2826,Android,STANDARD,22,PL,0,2
user_6169,Android,STANDARD,43,LT,9,7
user_9256,Apple,STANDARD,25,GB,0,10
user_7582,Apple,STANDARD,45,CH,0,1
user_16537,Android,STANDARD,23,MT,52,1
user_16065,Android,STANDARD,58,IE,4,4
user_18940,Android,STANDARD,48,GB,0,7
user_4669,Android,STANDARD,50,GB,25,42
user_3698,Apple,PREMIUM,64,DE,2,16
user_3569,Apple,STANDARD,30,RO,45,196
user_8178,Android,STANDARD,33,PL,0,3
user_8389,Android,STANDARD,20,IE,4,89
user_6447,Apple,STANDARD,31,GB,19,34
user_11461,Android,STANDARD,33,RO,10,49
user_17479,Android,STANDARD,32,PT,93,16
user_1357,Apple,STANDARD,43,LT,22,1
user_19154,Apple,STANDARD,26,RO,17,13
user_755,Android,STANDARD,37,ES,1,2
user_3507,Apple,STANDARD,47,PL,0,1
user_5793,Android,STANDARD,29,CZ,9,27
user_12815,Apple,STANDARD,24,MT,105,28
user_1310,Apple,STANDARD,32,GB,11,2
user_17240,Android,STANDARD,29,ES,4,16
user_2676,Apple,STANDARD,31,FR,36,55
user_3805,Apple,STANDARD,50,GB,8,66
user_4198,Apple,STANDARD,37,LT,6,19
user_7574,Android,STANDARD,38,ES,18,6
user_1925,Android,STANDARD,40,GB,6,1
user_8323,Android,STANDARD,27,FR,0,2
user_16341,Android,STANDARD,20,FR,0,52
user_16290,Android,STANDARD,26,ES,65,4
user_18732,Apple,STANDARD,25,RO,6,35
user_11358,Apple,STANDARD,31,RO,107,1
user_11213,Apple,STANDARD,41,MT,225,20
user_1951,Android,STANDARD,44,ES,78,32
user_8698,Android,PREMIUM,41,FR,3,130
user_17756,Android,PREMIUM,21,NL,5,2
user_1773,Apple,STANDARD,53,GB,60,37
user_11105,Android,STANDARD,20,PL,3,82
user_904,Android,STANDARD,36,ES,5,7
user_8693,Apple,STANDARD,50,ES,0,20
user_3535,Android,STANDARD,34,GB,7,56
user_336,Android,STANDARD,52,RO,171,30
user_19046,Apple,STANDARD,54,IE,33,2
user_11671,Apple,STANDARD,35,DE,0,2
user_8199,Android,STANDARD,28,FR,0,2
user_4747,Android,STANDARD,36,PL,9,10
user_3233,Android,PREMIUM,25,GB,10,265
user_6552,Apple,STANDARD,26,GB,5,1
user_11279,Apple,STANDARD,55,GB,6,2
user_8299,Android,STANDARD,33,GB,4,151
user_17188,Apple,STANDARD,33,JE,0,14
user_12194,Android,STANDARD,23,MT,216,52
user_11763,Android,STANDARD,22,PL,3,5
user_6740,Apple,STANDARD,24,GR,3,15
user_6930,Android,STANDARD,25,BE,0,2
user_17583,Apple,METAL,22,FR,5,38
user_4456,Android,STANDARD,26,ES,19,7
user_0,Apple,STANDARD,30,PL,3,21
user_10413,Android,STANDARD,21,RO,15,85
user_19173,Android,STANDARD,39,MT,6,2
user_13061,Apple,STANDARD,35,MQ,8,2
user_16191,Apple,STANDARD,55,GB,5,47
user_11084,Android,STANDARD,29,RO,23,26
user_6629,Android,STANDARD,19,GB,2,86
user_532,Android,STANDARD,46,SI,0,5
user_16752,Apple,STANDARD,28,PL,10,27
user_8321,Apple,STANDARD,31,DE,21,95
user_720,Android,STANDARD,30,GB,0,23
user_360,Apple,STANDARD,23,GB,0,2
user_15885,Android,STANDARD,31,PL,22,16
user_12879,Android,STANDARD,33,CH,21,12
user_2644,Apple,STANDARD,23,GB,9,309
user_7394,Apple,PREMIUM,29,IE,49,164
user_5753,Android,STANDARD,23,ES,3,3
user_16793,Android,STANDARD,58,MT,61,4
user_3998,Android,PREMIUM,41,LT,4,9
user_6358,Android,STANDARD,28,GB,2,15
user_6854,Android,METAL,21,FR,0,9
user_3443,Apple,METAL,39,FR,14,194
user_8314,Apple,STANDARD,66,GB,0,1
user_1223,Android,STANDARD,32,PL,11,34
user_12808,Apple,STANDARD,32,SK,11,6
user_11451,Apple,STANDARD,43,FR,4,12
user_13473,Android,STANDARD,44,HU,25,17
user_17763,Apple,STANDARD,43,GB,0,11
user_6452,Android,STANDARD,29,RO,25,3
user_8272,Android,STANDARD,42,IE,36,22
user_131,Android,STANDARD,36,GB,21,28
user_12462,Apple,STANDARD,35,CZ,0,62
user_8358,Android,STANDARD,32,FR,7,32
user_15899,Apple,STANDARD,19,GB,0,4
user_11028,Android,PREMIUM,24,MT,33,4
user_16312,Android,STANDARD,33,RO,89,121
user_5737,Android,STANDARD,38,PL,0,1
user_18489,Apple,STANDARD,31,PT,44,2
user_729,Android,METAL,22,FR,111,60
user_4605,Android,STANDARD,54,GB,3,56
user_8123,Apple,PREMIUM,48,GB,0,97
user_2970,Android,STANDARD,39,GB,2,33
user_17636,Apple,STANDARD,53,PL,8,5
user_14119,Apple,STANDARD,24,FR,54,32
user_1296,Apple,PREMIUM,32,GB,0,2
user_10298,Android,STANDARD,28,ES,23,4
user_8849,Apple,STANDARD,29,GB,48,5
user_10245,Android,METAL,51,CY,28,18
user_15546,Apple,STANDARD,46,CZ,2,2
user_5468,Android,STANDARD,23,GB,0,25
user_1193,Apple,STANDARD,46,GB,1,31
user_13958,Apple,STANDARD,24,FR,6,4
user_1532,Android,STANDARD,51,PL,1,19
user_9827,Android,STANDARD,30,PL,31,5
user_5918,Android,STANDARD,32,GB,0,18
user_7389,Apple,STANDARD,39,FR,8,4
user_9988,Apple,PREMIUM,26,GB,22,272
user_5484,Apple,STANDARD,72,GB,19,11
user_10947,Android,STANDARD,30,RO,59,157
user_11352,Apple,STANDARD,20,CH,4,2
user_17140,Apple,STANDARD,56,HU,0,10
user_5016,Apple,METAL,49,GB,0,152
user_8292,Apple,STANDARD,46,GB,0,1
user_4703,Apple,STANDARD,46,IE,2,30
user_13191,Apple,STANDARD,37,CH,15,12
user_2393,Apple,STANDARD,23,GB,3,14
user_13982,Apple,STANDARD,33,IE,0,119
user_16047,Apple,STANDARD,56,MT,316,30
user_11209,Apple,PREMIUM,50,ES,23,24
user_10955,Apple,STANDARD,34,NL,0,86
user_18742,Android,STANDARD,34,RO,100,20
user_16174,Android,STANDARD,49,CH,8,30
user_1454,Apple,STANDARD,33,LV,63,44
user_16373,Android,STANDARD,27,GB,17,163
user_1239,Apple,STANDARD,56,GB,2,19
user_10786,Android,PREMIUM,31,FR,3,44
user_6980,Apple,STANDARD,50,FR,27,11
user_2838,Android,PREMIUM,41,AT,1,18
user_17517,Android,STANDARD,58,RO,59,23
user_16729,Android,STANDARD,40,RO,47,44
user_2020,Android,STANDARD,35,PL,22,13
user_2763,Android,STANDARD,40,PL,0,13
user_1776,Android,STANDARD,40,GB,9,12
user_12246,Apple,STANDARD,50,FR,6,31
user_12966,Apple,STANDARD,41,GB,15,47
user_7110,Android,STANDARD,23,MT,122,3
user_8380,Android,STANDARD,32,GB,1,12
user_8454,Apple,STANDARD,21,GB,9,256
user_837,Android,STANDARD,27,CY,109,30
user_16201,Android,STANDARD,27,GB,0,17
user_6530,Apple,STANDARD,25,GB,19,269
user_11581,Apple,STANDARD,35,ES,6,52
user_18808,Apple,STANDARD,31,GB,7,73
user_18658,Apple,PREMIUM,55,GB,0,58
user_2932,Apple,STANDARD,33,ES,3,5
user_8793,Android,STANDARD,32,IE,0,90
user_14356,Android,STANDARD,50,RO,71,47
user_3567,Android,STANDARD,36,GB,9,15
user_7815,Apple,PREMIUM,73,GB,0,1
user_13181,Apple,STANDARD,21,MT,46,22
user_11538,Android,STANDARD,26,GB,0,3
user_11724,Android,STANDARD,36,IE,72,32
user_6790,Apple,STANDARD,21,FR,3,233
user_16120,Android,STANDARD,29,PL,5,36
user_3576,Android,STANDARD,22,PL,1,11
user_5496,Android,STANDARD,31,GB,0,16
user_5361,Android,STANDARD,42,FR,0,4
user_9866,Android,STANDARD,33,NL,0,19
user_3540,Android,STANDARD,23,AT,5,38
user_11057,Apple,STANDARD,37,GR,56,40
user_17070,Android,STANDARD,53,IE,29,8
user_9743,Android,STANDARD,37,ES,0,2
user_9635,Android,STANDARD,28,RO,47,37
user_16400,Apple,STANDARD,21,PL,7,44
user_6370,Android,STANDARD,25,LT,18,10
user_13902,Android,STANDARD,49,IE,22,2
user_7525,Android,STANDARD,46,IE,33,88
user_12805,Android,STANDARD,26,MT,90,18
user_6628,Apple,STANDARD,20,PL,0,12
user_10161,Apple,STANDARD,29,CH,3,4
user_3792,Android,STANDARD,27,GB,15,16
user_7749,Apple,STANDARD,41,GB,1,4
user_4633,Android,STANDARD,61,GB,5,10
user_9153,Android,METAL,31,IE,16,387
user_4664,Apple,STANDARD,36,GB,1,56
user_5020,Android,STANDARD,42,LT,24,2
user_827,Android,STANDARD,37,LT,27,22
user_13810,Android,STANDARD,85,LT,35,22
user_1086,Apple,STANDARD,36,ES,14,11
user_3188,Android,STANDARD,38,PL,0,132
user_13940,Android,STANDARD,23,DE,2,22
user_3342,Android,STANDARD,31,GB,9,72
user_17527,Apple,STANDARD,47,RO,50,132
user_8725,Apple,METAL,32,GB,0,10
user_13516,Android,METAL,21,MT,89,102
user_11092,Apple,STANDARD,22,GB,17,3
user_13879,Android,STANDARD,35,IE,20,4
user_15235,Android,STANDARD,29,GB,12,22
user_11769,Android,STANDARD,35,DE,5,37
user_3791,Apple,STANDARD,36,FR,43,30
user_4331,Android,STANDARD,49,ES,25,1
user_289,Android,STANDARD,42,FR,15,5
user_6120,Apple,STANDARD,26,GB,0,9
user_7817,Android,STANDARD,38,LT,64,6
user_4732,Apple,STANDARD,58,GB,0,37
user_9457,Apple,METAL_FREE,34,GB,18,5
user_278,Apple,STANDARD,34,NO,3,17
user_3518,Android,STANDARD,27,PL,11,5
user_11174,Apple,STANDARD,21,MT,30,44
user_15398,Apple,STANDARD,24,IT,12,2
user_10301,Apple,STANDARD,45,PL,0,32
user_15022,Apple,STANDARD,43,FR,17,16
user_7339,Apple,STANDARD,31,BE,30,8
user_15576,Apple,PREMIUM_OFFER,35,GB,12,2
user_3048,Apple,STANDARD,23,MT,97,32
user_16589,Android,STANDARD,25,GB,10,15
user_14431,Android,STANDARD,30,RO,75,104
user_3107,Android,STANDARD,20,FR,1,81
user_14888,Android,STANDARD,31,GB,0,35
user_11175,Apple,STANDARD,41,CZ,12,32
user_18424,Apple,STANDARD,34,GB,0,160
user_17850,Android,STANDARD,46,ES,3,2
user_5884,Android,STANDARD,24,LT,30,43
user_16583,Apple,PREMIUM,28,GB,0,4
user_12770,Android,STANDARD,64,CZ,2,14
user_5969,Apple,STANDARD,36,RO,11,22
user_3437,Android,STANDARD,46,ES,114,10
user_18997,Apple,STANDARD,30,RO,59,184
user_13309,Apple,STANDARD,21,GB,9,26
user_9900,Android,STANDARD,26,LU,10,9
user_8293,Apple,STANDARD,49,GB,33,2
user_19044,Android,STANDARD,41,PT,26,68
user_4716,Apple,STANDARD,31,CZ,5,13
user_10327,Apple,STANDARD,34,IE,34,18
user_921,Apple,STANDARD,39,GB,5,6
user_9656,Apple,STANDARD,34,GB,8,463
user_1864,Apple,STANDARD,36,GB,0,20
user_18469,Android,STANDARD,47,ES,4,34
user_8284,Apple,STANDARD,23,FR,15,114
user_18675,Apple,STANDARD,27,GB,0,46
user_19247,Android,STANDARD,51,HU,2,2
user_2318,Android,STANDARD,30,PL,14,56
user_17059,Apple,STANDARD,44,GB,0,2
user_15548,Apple,STANDARD,31,FR,6,22
user_11557,Android,STANDARD,19,MT,13,12
user_15313,Apple,STANDARD,38,GB,57,21
user_16485,Apple,STANDARD,31,GR,25,3
user_14937,Apple,STANDARD,34,SE,12,52
user_17283,Android,METAL,39,SE,1,156
user_12372,Apple,METAL,21,GB,10,362
user_13396,Apple,STANDARD,25,ES,14,4
user_17386,Android,STANDARD,30,RO,116,155
user_1954,Android,STANDARD,27,DE,0,10
user_4305,Apple,METAL,31,GB,23,228
user_3451,Android,STANDARD,36,PL,111,62
user_10264,Android,STANDARD,30,RO,42,140
user_94,Apple,STANDARD,25,GB,45,23
user_12440,Apple,STANDARD,25,GB,88,115
user_16353,Apple,STANDARD,28,IE,118,124
user_2038,Android,STANDARD,36,GB,20,60
user_5512,Apple,STANDARD,41,JE,91,13
user_1792,Android,STANDARD,34,FR,4,2
user_15301,Apple,STANDARD,31,GB,40,399
user_2716,Android,STANDARD,58,PL,2,14
user_10960,Android,STANDARD,25,PL,0,40
user_4532,Apple,STANDARD,38,FR,11,11
user_518,Android,STANDARD,26,DE,2,1
user_10094,Apple,STANDARD,27,GB,17,17
user_4459,Android,STANDARD,32,ES,28,12
user_7769,Android,PREMIUM,58,FR,7,18
user_10590,Android,STANDARD,35,LV,0,6
user_6516,Android,STANDARD,25,IE,17,44
user_9485,Apple,METAL,28,FR,0,92
user_3661,Android,STANDARD,47,LT,9,21
user_14673,Apple,STANDARD,59,LT,88,10
user_11443,Android,STANDARD,25,IT,18,261
user_11441,Apple,STANDARD,26,IE,54,6
user_3203,Android,STANDARD,47,PL,16,35
user_1362,Apple,STANDARD,28,GB,0,6
user_4593,Android,STANDARD,35,RO,84,72
user_6005,Apple,STANDARD,37,GB,1,3
user_7824,Apple,STANDARD,24,DE,3,3
user_14982,Apple,STANDARD,30,CZ,7,816
user_17655,Android,STANDARD,37,PL,10,24
user_397,Apple,STANDARD,42,HU,12,47
user_7470,Android,STANDARD,30,IT,0,1
user_13736,Android,STANDARD,35,PL,55,8
user_8655,Apple,STANDARD,39,LV,2,2
user_10415,Apple,STANDARD,19,CZ,12,205
user_18128,Android,STANDARD,38,GB,5,96
user_14718,Android,STANDARD,27,ES,20,20
user_9627,Android,STANDARD,30,PL,0,9
user_7440,Android,STANDARD,37,PL,0,23
user_11324,Android,STANDARD,65,FR,4,10
user_6722,Apple,STANDARD,27,PL,16,49
user_16244,Android,STANDARD,34,PL,50,96
user_12089,Apple,STANDARD,25,RO,4,15
user_16301,Android,STANDARD,34,PT,32,12
user_16564,Apple,STANDARD,34,RO,37,4
user_716,Apple,STANDARD,37,GB,3,4
user_19201,Android,STANDARD,41,LT,180,36
user_11493,Android,STANDARD,52,GB,0,4
user_17705,Android,STANDARD,45,FR,1,16
user_6890,Android,STANDARD,19,CY,123,86
user_4013,Apple,STANDARD,21,LT,3,31
user_10203,Android,STANDARD,28,GB,11,105
user_11698,Apple,STANDARD,26,PL,5,108
user_18752,Apple,STANDARD,72,FR,6,4
user_12380,Android,STANDARD,35,GB,19,6
user_6382,Apple,STANDARD,43,DE,2,4
user_10765,Android,STANDARD,45,GB,0,13
user_3742,Android,STANDARD,21,FR,2,4
user_1617,Apple,STANDARD,44,PT,35,3
user_10145,Apple,STANDARD,25,GB,62,93
user_5803,Apple,STANDARD,44,LT,23,20
user_15761,Apple,METAL,27,GG,85,393
user_7641,Android,STANDARD,33,ES,4,13
user_10804,Android,STANDARD,44,CZ,1,70
user_2088,Apple,STANDARD,29,FR,2,7
user_2959,Apple,STANDARD,28,FR,19,31
user_17130,Apple,METAL,38,ES,15,18
user_4349,Apple,STANDARD,61,GB,0,28
user_7409,Apple,STANDARD,43,MT,488,63
user_2858,Android,STANDARD,33,ES,3,24
user_9020,Android,STANDARD,27,GB,0,25
user_3925,Apple,STANDARD,30,FR,22,7
user_14644,Apple,PREMIUM,48,IE,4,8
user_16955,Apple,STANDARD,28,GB,10,6
user_905,Android,STANDARD,66,FR,3,49
user_8618,Android,METAL,34,MT,36,176
user_4764,Android,STANDARD,35,GB,21,25
user_3313,Apple,STANDARD,44,GB,50,31
user_7441,Android,STANDARD,40,PL,14,37
user_11472,Android,STANDARD,27,IE,18,5
user_17758,Apple,STANDARD,37,GB,30,3
user_6557,Android,STANDARD,38,GB,2,2
user_9324,Apple,STANDARD,35,IE,25,66
user_12042,Apple,STANDARD,26,FR,3,1
user_18835,Android,STANDARD,53,ES,19,4
user_14686,Android,STANDARD,30,PL,36,2
user_12036,Apple,STANDARD,20,JE,33,1
user_2987,Android,STANDARD,33,GB,6,9
user_9825,Apple,STANDARD,33,GB,3,5
user_5127,Apple,STANDARD,34,FR,0,5
user_15683,Apple,STANDARD,23,ES,40,20
user_14564,Apple,STANDARD,26,IT,31,2
user_17459,Apple,STANDARD,48,FR,16,32
user_19311,Android,STANDARD,35,GB,15,65
user_241,Android,STANDARD,23,NL,7,8
user_13602,Apple,STANDARD,31,GB,30,9
user_19307,Apple,STANDARD,32,PT,14,32
user_4441,Android,STANDARD,33,GB,22,10
user_4570,Apple,STANDARD,30,FR,67,7
user_6540,Apple,STANDARD,40,FR,4,2
user_11691,Android,STANDARD,21,SE,10,58
user_17769,Apple,STANDARD,22,RO,57,237
user_17183,Android,STANDARD,37,GB,4,24
user_1412,Apple,STANDARD,24,LT,10,20
user_5230,Android,STANDARD,30,CZ,0,15
user_6432,Apple,STANDARD,31,GB,63,5
user_9525,Apple,PREMIUM,60,DE,2,1
user_2738,Apple,STANDARD,33,GB,0,3
user_19058,Apple,STANDARD,33,RO,385,43
user_13374,Android,STANDARD,38,PT,36,6
user_7337,Android,STANDARD,28,PL,11,2
user_451,Apple,PREMIUM,39,GB,8,81
user_90,Android,PREMIUM,33,IT,0,2
user_4588,Android,STANDARD,32,BG,3,2
user_9239,Apple,STANDARD,48,GB,14,32
user_6703,Android,STANDARD,33,PT,41,23
user_4932,Android,STANDARD,30,GB,20,3
user_17709,Android,STANDARD,33,GB,1,4
user_7833,Apple,STANDARD,51,GB,0,123
user_18104,Apple,STANDARD,36,PL,5,8
user_10743,Apple,STANDARD,23,GB,32,52
user_18836,Android,STANDARD,42,GB,0,104
user_13978,Apple,STANDARD,20,GB,12,3
user_15970,Android,STANDARD,26,RO,0,9
user_14438,Apple,STANDARD,35,LT,50,36
user_7832,Apple,STANDARD,61,GB,0,42
user_7846,Android,STANDARD,35,PL,24,63
user_12100,Apple,STANDARD,36,FR,4,285
user_12020,Apple,STANDARD,20,MT,46,4
user_11987,Android,STANDARD,42,PL,27,26
user_5366,Android,STANDARD,38,RO,60,18
user_8227,Android,STANDARD,28,CY,0,56
user_19107,Android,STANDARD,58,GB,0,13
user_10862,Apple,STANDARD,38,GB,0,55
user_17613,Android,STANDARD,31,RO,58,32
user_6625,Android,STANDARD,28,LT,7,2
user_17742,Android,STANDARD,22,LV,0,14
user_5835,Apple,STANDARD,44,PL,7,1
user_15952,Android,STANDARD,42,ES,0,4
user_18510,Apple,STANDARD,43,GB,0,2
user_15332,Apple,STANDARD,22,IE,56,2
user_3409,Android,STANDARD,34,BG,16,5
user_12258,Apple,STANDARD,27,IE,61,52
user_11163,Apple,STANDARD,27,GB,20,3
user_6123,Android,STANDARD,37,LV,13,31
user_9484,Apple,STANDARD,32,FR,0,29
user_1062,Android,STANDARD,46,PL,5,8
user_3482,Apple,STANDARD,29,GB,0,4
user_9935,Android,STANDARD,56,PL,4,1
user_1562,Android,STANDARD,54,AT,3,4
user_13392,Apple,STANDARD,26,IE,52,142
user_11026,Apple,STANDARD,28,PL,14,10
user_6083,Android,STANDARD,29,CZ,0,2
user_19322,Android,STANDARD,30,CH,0,23
user_18371,Android,STANDARD,26,PT,22,22
user_3970,Apple,STANDARD,26,GB,14,171
user_4799,Android,PREMIUM,55,GB,3,14
user_4373,Android,STANDARD,32,RO,37,138
user_12397,Apple,STANDARD,41,PL,0,2
user_10540,Apple,STANDARD,24,ES,51,443
user_11238,Android,STANDARD,36,PL,33,2
user_18838,Android,STANDARD,39,RO,3,6
user_485,Apple,STANDARD,27,LT,19,31
user_2491,Android,STANDARD,38,PL,9,4
user_767,Android,STANDARD,29,LT,23,110
user_6324,Android,STANDARD,38,PL,14,4
user_2730,Android,STANDARD,44,IE,0,105
user_11125,Apple,STANDARD,21,ES,16,20
user_12058,Android,STANDARD,58,SK,0,19
